,UF,MUNICIPIO_DESCRICAO,Demais,EPP,ME,MEI
708,MA,Água Doce do Maranhão,4,16,91,137
709,MA,Alcântara,9,20,134,216
710,MA,Aldeias Altas,29,20,131,181
711,MA,Altamira do Maranhão,3,4,61,46
712,MA,Alto Alegre do Maranhão,30,44,265,226
713,MA,Alto Alegre do Pindaré,12,28,190,291
714,MA,Alto Parnaíba,44,74,248,210
715,MA,Amapá do Maranhão,4,9,73,80
716,MA,Amarante do Maranhão,21,34,316,375
717,MA,Anajatuba,13,15,206,196
718,MA,Anapurus,22,39,211,138
719,MA,Apicum-Açu,4,10,166,155
720,MA,Araguanã,4,6,67,56
721,MA,Araioses,19,27,301,356
722,MA,Arame,18,19,271,186
723,MA,Arari,28,33,365,333
724,MA,Axixá,9,32,94,95
725,MA,Bacabal,234,208,2314,2066
726,MA,Bacabeira,53,41,291,217
727,MA,Bacuri,15,13,132,136
728,MA,Bacurituba,1,3,25,34
729,MA,Balsas,821,1056,3444,2785
730,MA,Barão de Grajaú,31,50,250,330
731,MA,Barra do Corda,101,160,1919,1351
732,MA,Barreirinhas,89,160,1308,1205
733,MA,Bela Vista do Maranhão,9,15,130,74
734,MA,Belágua,2,8,36,60
735,MA,Benedito Leite,10,11,46,55
736,MA,Bequimão,4,15,162,234
737,MA,Bernardo do Mearim,5,19,47,49
738,MA,Boa Vista do Gurupi,4,11,67,83
739,MA,Bom Jardim,36,22,257,218
740,MA,Bom Jesus das Selvas,33,28,323,209
741,MA,Bom Lugar,5,8,78,92
742,MA,Brejo,39,30,460,286
743,MA,Brejo de Areia,1,4,52,62
744,MA,Buriti,20,43,161,136
745,MA,Buriti Bravo,16,57,272,157
746,MA,Buriticupu,72,137,889,582
747,MA,Buritirana,8,7,85,122
748,MA,Cachoeira Grande,2,5,34,51
749,MA,Cajapió,7,3,34,56
750,MA,Cajari,4,9,72,65
751,MA,Campestre do Maranhão,13,20,171,213
752,MA,Cândido Mendes,16,31,146,167
753,MA,Cantanhede,21,26,168,183
754,MA,Capinzal do Norte,6,21,115,168
755,MA,Carolina,56,56,496,767
756,MA,Carutapera,18,35,267,321
757,MA,Caxias,321,436,2808,2852
758,MA,Cedral,4,11,75,76
759,MA,Central do Maranhão,3,12,43,71
760,MA,Centro do Guilherme,3,14,82,101
761,MA,Centro Novo do Maranhão,18,27,140,164
762,MA,Chapadinha,110,248,1358,962
763,MA,Cidelândia,23,15,180,172
764,MA,Codó,169,193,1525,1232
765,MA,Coelho Neto,72,45,462,515
766,MA,Colinas,46,188,600,346
767,MA,Conceição do Lago-Açu,3,2,57,108
768,MA,Coroatá,58,208,600,706
769,MA,Cururupu,22,30,369,325
770,MA,Davinópolis,43,36,143,269
771,MA,Dom Pedro,28,45,527,426
772,MA,Duque Bacelar,5,15,78,77
773,MA,Esperantinópolis,10,56,218,161
774,MA,Estreito,92,112,909,834
775,MA,Feira Nova do Maranhão,3,17,54,57
776,MA,Fernando Falcão,4,4,47,63
777,MA,Formosa da Serra Negra,13,27,245,95
778,MA,Fortaleza dos Nogueiras,15,111,230,220
779,MA,Fortuna,14,24,161,143
780,MA,Godofredo Viana,21,28,131,146
781,MA,Gonçalves Dias,11,34,191,86
782,MA,Governador Archer,10,10,98,59
783,MA,Governador Edison Lobão,20,25,310,442
784,MA,Governador Eugênio Barros,7,18,100,114
785,MA,Governador Luiz Rocha,3,3,74,54
786,MA,Governador Newton Bello,4,7,59,69
787,MA,Governador Nunes Freire,21,42,350,281
788,MA,Graça Aranha,7,11,62,60
789,MA,Grajaú,130,118,1407,889
790,MA,Guimarães,2,4,96,117
791,MA,Humberto de Campos,19,16,184,197
792,MA,Icatu,10,8,100,102
793,MA,Igarapé do Meio,14,16,84,87
794,MA,Igarapé Grande,9,27,149,111
795,MA,Imperatriz,1477,1635,12079,13515
796,MA,Itaipava do Grajaú,5,10,93,75
797,MA,Itapecuru Mirim,115,87,848,804
798,MA,Itinga do Maranhão,57,162,390,410
799,MA,Jatobá,4,15,24,20
800,MA,Jenipapo dos Vieiras,6,8,57,80
801,MA,João Lisboa,27,56,330,553
802,MA,Joselândia,7,38,128,141
803,MA,Junco do Maranhão,3,6,34,62
804,MA,Lago da Pedra,43,72,886,669
805,MA,Lago do Junco,8,5,78,62
806,MA,Lago dos Rodrigues,5,17,134,95
807,MA,Lago Verde,10,9,75,99
808,MA,Lagoa do Mato,4,14,91,112
809,MA,Lagoa Grande do Maranhão,3,7,120,77
810,MA,Lajeado Novo,7,9,96,104
811,MA,Lima Campos,10,66,143,178
812,MA,Loreto,15,31,140,129
813,MA,Luís Domingues,13,10,81,87
814,MA,Magalhães de Almeida,9,18,174,199
815,MA,Maracaçumé,23,48,342,310
816,MA,Marajá do Sena,2,8,30,29
817,MA,Maranhãozinho,4,15,72,99
818,MA,Mata Roma,11,24,174,112
819,MA,Matinha,11,24,203,165
820,MA,Matões,51,38,203,230
821,MA,Matões do Norte,5,21,57,59
822,MA,Milagres do Maranhão,3,3,26,21
823,MA,Mirador,13,56,235,131
824,MA,Miranda do Norte,33,39,308,232
825,MA,Mirinzal,15,23,201,201
826,MA,Monção,10,24,151,128
827,MA,Montes Altos,5,9,64,65
828,MA,Morros,17,45,184,176
829,MA,Nina Rodrigues,10,9,67,77
830,MA,Nova Colinas,4,25,23,48
831,MA,Nova Iorque,3,13,27,22
832,MA,Nova Olinda do Maranhão,10,13,150,114
833,MA,Olho d´Água das Cunhãs,11,16,182,154
834,MA,Olinda Nova do Maranhão,5,14,104,90
835,MA,Paço do Lumiar,221,242,2076,3940
836,MA,Palmeirândia,8,24,87,99
837,MA,Paraibano,12,54,288,160
838,MA,Parnarama,34,39,269,304
839,MA,Passagem Franca,10,37,249,123
840,MA,Pastos Bons,18,50,316,213
841,MA,Paulino Neves,24,17,126,153
842,MA,Paulo Ramos,7,37,244,137
843,MA,Pedreiras,85,264,1026,733
844,MA,Pedro do Rosário,7,16,98,110
845,MA,Penalva,15,22,234,211
846,MA,Peri Mirim,8,8,85,71
847,MA,Peritoró,20,44,189,137
848,MA,Pindaré-Mirim,28,36,269,367
849,MA,Pinheiro,133,234,1367,1242
850,MA,Pio XII,16,26,276,188
851,MA,Pirapemas,6,16,102,127
852,MA,Poção de Pedras,8,25,128,181
853,MA,Porto Franco,66,73,658,577
854,MA,Porto Rico do Maranhão,3,1,44,58
855,MA,Presidente Dutra,145,203,1374,877
856,MA,Presidente Juscelino,8,18,74,70
857,MA,Presidente Médici,4,10,69,50
858,MA,Presidente Sarney,4,6,102,190
859,MA,Presidente Vargas,3,4,57,73
860,MA,Primeira Cruz,7,4,46,58
861,MA,Raposa,47,83,428,633
862,MA,Riachão,39,72,372,344
863,MA,Ribamar Fiquene,8,18,74,76
864,MA,Rosário,53,55,537,501
865,MA,Sambaíba,9,16,54,48
866,MA,Santa Filomena do Maranhão,2,14,32,45
867,MA,Santa Helena,24,107,353,289
868,MA,Santa Inês,241,289,2159,1953
869,MA,Santa Luzia,82,103,1108,444
870,MA,Santa Luzia do Paruá,28,29,380,269
871,MA,Santa Quitéria do Maranhão,16,25,216,170
872,MA,Santa Rita,30,40,464,486
873,MA,Santana do Maranhão,3,7,63,60
874,MA,Santo Amaro do Maranhão,19,21,192,266
875,MA,Santo Antônio dos Lopes,46,37,232,144
876,MA,São Benedito do Rio Preto,12,32,140,116
877,MA,São Bento,41,35,412,358
878,MA,São Bernardo,19,25,481,230
879,MA,São Domingos do Azeitão,8,22,149,141
880,MA,São Domingos do Maranhão,27,51,537,370
881,MA,São Félix de Balsas,9,15,43,32
882,MA,São Francisco do Brejão,11,10,93,130
883,MA,São Francisco do Maranhão,7,11,71,118
884,MA,São João Batista,13,12,109,76
885,MA,São João do Carú,3,7,114,114
886,MA,São João do Paraíso,12,17,175,149
887,MA,São João do Soter,4,10,90,134
888,MA,São João dos Patos,47,77,597,346
889,MA,São José de Ribamar,453,504,3516,6957
890,MA,São José dos Basílios,2,15,55,29
891,MA,São Luís,6554,5848,39981,43574
892,MA,São Luís Gonzaga do Maranhão,6,11,118,133
893,MA,São Mateus do Maranhão,43,69,556,481
894,MA,São Pedro da Água Branca,11,34,133,226
895,MA,São Pedro dos Crentes,4,59,47,64
896,MA,São Raimundo das Mangabeiras,32,65,353,280
897,MA,São Raimundo do Doca Bezerra,1,7,42,23
898,MA,São Roberto,2,6,26,33
899,MA,São Vicente Ferrer,12,20,165,133
900,MA,Satubinha,3,7,57,64
901,MA,Senador Alexandre Costa,7,16,80,72
902,MA,Senador La Rocque,8,27,171,188
903,MA,Serrano do Maranhão,2,2,36,45
904,MA,Sítio Novo,21,21,211,158
905,MA,Sucupira do Norte,13,45,101,100
906,MA,Sucupira do Riachão,0,3,30,37
907,MA,Tasso Fragoso,43,39,149,158
908,MA,Timbiras,17,25,220,196
909,MA,Timon,385,464,2584,4390
910,MA,Trizidela do Vale,18,114,377,299
911,MA,Tufilândia,1,5,35,43
912,MA,Tuntum,24,52,351,305
913,MA,Turiaçu,22,26,248,250
914,MA,Turilândia,8,31,105,144
915,MA,Tutóia,51,78,690,557
916,MA,Urbano Santos,22,50,271,257
917,MA,Vargem Grande,42,66,440,370
918,MA,Viana,43,89,606,462
919,MA,Vila Nova dos Martírios,17,14,92,157
920,MA,Vitória do Mearim,25,79,372,391
921,MA,Vitorino Freire,18,40,453,317
922,MA,Zé Doca,46,81,626,377
923,PB,Totais,12630,12792,86997,160785
924,PB,Água Branca,3,8,90,248
925,PB,Aguiar,3,3,59,122
926,PB,Alagoa Grande,40,32,270,685
927,PB,Alagoa Nova,6,13,171,615
928,PB,Alagoinha,9,9,138,442
929,PB,Alcantil,4,4,52,150
930,PB,Algodão de Jandaíra,2,0,17,79
931,PB,Alhandra,112,169,295,588
932,PB,Amparo,2,2,14,37
933,PB,Aparecida,11,8,83,210
934,PB,Araçagi,7,16,186,385
935,PB,Arara,4,12,127,283
936,PB,Araruna,9,22,246,429
937,PB,Areia,15,38,317,633
938,PB,Areia de Baraúnas,2,5,8,23
939,PB,Areial,2,5,81,267
940,PB,Aroeiras,5,15,128,285
941,PB,Assunção,1,8,56,89
942,PB,Baía da Traição,1,8,92,171
943,PB,Bananeiras,28,27,330,589
944,PB,Baraúna,8,4,49,146
945,PB,Barra de Santa Rosa,13,22,139,344
946,PB,Barra de Santana,2,6,30,133
947,PB,Barra de São Miguel,5,3,40,79
948,PB,Bayeux,285,134,1336,4162
949,PB,Belém,15,13,243,803
950,PB,Belém do Brejo do Cruz,8,12,68,108
951,PB,Bernardino Batista,0,4,28,34
952,PB,Boa Ventura,5,1,54,91
953,PB,Boa Vista,18,10,93,314
954,PB,Bom Jesus,1,9,24,46
955,PB,Bom Sucesso,4,6,43,67
956,PB,Bonito de Santa Fé,8,6,112,191
957,PB,Boqueirão,23,20,279,505
958,PB,Borborema,1,6,46,137
959,PB,Brejo do Cruz,18,65,179,363
960,PB,Brejo dos Santos,7,10,77,101
961,PB,Caaporã,65,37,267,437
962,PB,Cabaceiras,9,3,73,273
963,PB,Cabedelo,543,459,1634,3332
964,PB,Cachoeira dos índios,6,4,111,149
965,PB,Cacimba de Areia,1,4,25,58
966,PB,Cacimba de Dentro,8,20,146,334
967,PB,Cacimbas,14,11,42,124
968,PB,Caiçara,6,8,56,142
969,PB,Cajazeiras,182,179,1838,2317
970,PB,Cajazeirinhas,1,4,21,33
971,PB,Caldas Brandão,7,1,59,121
972,PB,Camalaú,5,3,76,127
973,PB,Campina Grande,2123,2043,12770,22967
974,PB,Campo de Santana,8,3,59,145
975,PB,Capim,4,9,64,129
976,PB,Caraúbas,1,5,38,88
977,PB,Carrapateira,1,2,11,48
978,PB,Casserengue,4,5,62,105
979,PB,Catingueira,2,9,46,73
980,PB,Catolé do Rocha,85,137,726,916
981,PB,Caturité,5,5,48,124
982,PB,Conceição,22,20,356,329
983,PB,Condado,4,10,68,156
984,PB,Conde,164,100,566,954
985,PB,Congo,2,6,83,140
986,PB,Coremas,26,35,349,357
987,PB,Coxixola,2,1,25,51
988,PB,Cruz do Espírito Santo,17,21,131,334
989,PB,Cubati,4,6,75,175
990,PB,Cuité,28,36,314,747
991,PB,Cuité de Mamanguape,3,4,44,191
992,PB,Cuitegi,2,4,55,188
993,PB,Curral de Cima,2,4,29,47
994,PB,Curral Velho,1,0,18,30
995,PB,Damião,0,6,50,132
996,PB,Desterro,6,9,112,225
997,PB,Diamante,4,7,76,98
998,PB,Dona Inês,4,4,81,410
999,PB,Duas Estradas,1,1,53,147
1000,PB,Emas,1,2,34,104
1001,PB,Esperança,71,67,1064,1457
1002,PB,Fagundes,3,4,86,236
1003,PB,Frei Martinho,1,4,35,159
1004,PB,Gado Bravo,1,3,41,73
1005,PB,Guarabira,189,154,1695,2616
1006,PB,Gurinhém,13,11,130,269
1007,PB,Gurjão,0,2,40,121
1008,PB,Ibiara,1,5,76,109
1009,PB,Igaracy,1,4,58,124
1010,PB,Imaculada,4,9,76,91
1011,PB,Ingá,24,23,198,465
1012,PB,Itabaiana,53,42,405,849
1013,PB,Itaporanga,37,44,543,765
1014,PB,Itapororoca,15,24,189,575
1015,PB,Itatuba,6,11,57,193
1016,PB,Jacaraú,11,14,223,443
1017,PB,Jericó,10,12,110,135
1018,PB,João Pessoa,5771,5578,32324,54551
1019,PB,Juarez Távora,2,3,87,154
1020,PB,Juazeirinho,41,18,215,466
1021,PB,Junco do Seridó,24,17,105,290
1022,PB,Juripiranga,15,10,145,326
1023,PB,Juru,6,26,101,183
1024,PB,Lagoa,0,6,48,67
1025,PB,Lagoa de Dentro,2,7,74,229
1026,PB,Lagoa Seca,24,19,323,767
1027,PB,Lastro,0,3,22,22
1028,PB,Livramento,5,3,78,109
1029,PB,Logradouro,0,5,33,76
1030,PB,Lucena,27,19,191,540
1031,PB,Mãe d´Água,1,2,16,43
1032,PB,Malta,3,2,76,214
1033,PB,Mamanguape,83,97,828,1751
1034,PB,Manaíra,5,12,85,194
1035,PB,Marcação,3,2,61,116
1036,PB,Mari,16,16,228,709
1037,PB,Marizópolis,3,10,93,133
1038,PB,Massaranduba,9,11,98,336
1039,PB,Mataraca,20,16,115,248
1040,PB,Matinhas,1,1,16,71
1041,PB,Mato Grosso,2,3,28,32
1042,PB,Maturéia,2,8,64,173
1043,PB,Mogeiro,7,15,115,213
1044,PB,Montadas,5,3,50,147
1045,PB,Monte Horebe,0,3,47,111
1046,PB,Monteiro,63,52,648,1079
1047,PB,Mulungu,1,7,67,198
1048,PB,Natuba,5,6,40,77
1049,PB,Nazarezinho,3,5,62,128
1050,PB,Nova Floresta,4,17,159,318
1051,PB,Nova Olinda,4,5,45,97
1052,PB,Nova Palmeira,17,13,52,177
1053,PB,Olho d´Água,1,1,47,95
1054,PB,Olivedos,1,5,28,111
1055,PB,Ouro Velho,1,4,27,72
1056,PB,Parari,0,0,15,23
1057,PB,Passagem,0,15,26,40
1058,PB,Patos,361,566,2920,5669
1059,PB,Paulista,5,16,183,250
1060,PB,Pedra Branca,2,4,38,54
1061,PB,Pedra Lavrada,27,16,71,191
1062,PB,Pedras de Fogo,43,43,525,592
1063,PB,Pedro Régis,5,1,32,117
1064,PB,Piancó,25,14,308,352
1065,PB,Picuí,66,43,291,739
1066,PB,Pilar,6,7,119,307
1067,PB,Pilões,6,10,76,137
1068,PB,Pilõezinhos,0,2,32,101
1069,PB,Pirpirituba,6,10,136,335
1070,PB,Pitimbu,36,15,205,368
1071,PB,Pocinhos,33,21,150,447
1072,PB,Poço Dantas,0,12,25,46
1073,PB,Poço de José de Moura,3,0,42,108
1074,PB,Pombal,44,104,725,1065
1075,PB,Prata,3,8,56,136
1076,PB,Princesa Isabel,34,65,371,692
1077,PB,Puxinanã,11,16,157,291
1078,PB,Queimadas,84,69,648,1669
1079,PB,Quixaba,1,6,27,25
1080,PB,Remígio,17,19,298,646
1081,PB,Riachão,2,1,22,73
1082,PB,Riachão do Bacamarte,3,4,32,96
1083,PB,Riachão do Poço,4,5,28,83
1084,PB,Riacho de Santo Antônio,0,2,26,46
1085,PB,Riacho dos Cavalos,5,15,119,188
1086,PB,Rio Tinto,34,27,371,613
1087,PB,Salgadinho,5,1,22,36
1088,PB,Salgado de São Félix,5,8,65,242
1089,PB,Santa Cecília,5,5,85,114
1090,PB,Santa Cruz,3,5,88,126
1091,PB,Santa Helena,3,2,52,107
1092,PB,Santa Inês,0,1,26,52
1093,PB,Santa Luzia,97,30,266,688
1094,PB,Santa Rita,256,184,2084,5600
1095,PB,Santa Teresinha,4,8,35,82
1096,PB,Santana de Mangueira,2,2,32,42
1097,PB,Santana dos Garrotes,2,4,60,126
1098,PB,Santarém,0,1,14,53
1099,PB,Santo André,0,1,24,54
1100,PB,São Bentinho,2,18,46,65
1101,PB,São Bento,102,173,842,1168
1102,PB,São Domingos de Pombal,1,3,13,27
1103,PB,São Domingos do Cariri,0,4,22,110
1104,PB,São Francisco,1,4,33,68
1105,PB,São João do Cariri,17,5,53,125
1106,PB,São João do Rio do Peixe,22,23,256,323
1107,PB,São João do Tigre,0,1,22,36
1108,PB,São José da Lagoa Tapada,6,18,85,128
1109,PB,São José de Caiana,3,0,42,80
1110,PB,São José de Espinharas,5,3,18,41
1111,PB,São José de Piranhas,11,24,225,494
1112,PB,São José de Princesa,0,3,14,27
1113,PB,São José do Bonfim,1,4,23,54
1114,PB,São José do Brejo do Cruz,0,1,13,129
1115,PB,São José do Sabugi,14,4,57,244
1116,PB,São José dos Cordeiros,0,1,31,52
1117,PB,São José dos Ramos,2,2,30,91
1118,PB,São Mamede,20,11,159,272
1119,PB,São Miguel de Taipu,4,11,45,165
1120,PB,São Sebastião de Lagoa de Roça,10,10,104,335
1121,PB,São Sebastião do Umbuzeiro,3,1,38,67
1122,PB,Sapé,74,63,627,1358
1123,PB,Seridó,6,3,82,194
1124,PB,Serra Branca,10,17,224,350
1125,PB,Serra da Raiz,1,2,24,83
1126,PB,Serra Grande,2,3,31,43
1127,PB,Serra Redonda,4,4,55,164
1128,PB,Serraria,0,2,40,113
1129,PB,Sertãozinho,1,5,49,173
1130,PB,Sobrado,10,5,76,155
1131,PB,Solânea,58,32,632,1271
1132,PB,Soledade,22,45,238,638
1133,PB,Sossêgo,0,2,27,71
1134,PB,Sousa,204,304,2124,2060
1135,PB,Sumé,28,33,374,684
1136,PB,Taperoá,11,11,149,403
1137,PB,Tavares,8,19,127,352
1138,PB,Teixeira,17,31,189,362
1139,PB,Tenório,3,11,33,59
1140,PB,Triunfo,2,6,110,176
1141,PB,Uiraúna,13,34,307,600
1142,PB,Umbuzeiro,2,6,71,161
1143,PB,Várzea,3,9,50,67
1144,PB,Vieirópolis,1,5,38,55
1145,PB,Vista Serrana,1,2,37,112
1146,PB,Zabelê,0,1,27,45
1147,PE,Totais,40864,34428,178546,338991
1148,PE,Abreu e Lima,263,178,1275,3679
1149,PE,Afogados da Ingazeira,83,166,692,1806
1150,PE,Afrânio,19,28,200,302
1151,PE,Agrestina,53,31,276,471
1152,PE,Água Preta,39,15,180,381
1153,PE,Águas Belas,37,34,344,383
1154,PE,Alagoinha,9,3,116,257
1155,PE,Aliança,73,32,544,602
1156,PE,Altinho,742,20,174,327
1157,PE,Amaraji,32,16,205,378
1158,PE,Angelim,6,10,72,112
1159,PE,Araçoiaba,12,28,146,331
1160,PE,Araripina,170,209,1676,1914
1161,PE,Arcoverde,213,223,1664,3507
1162,PE,Barra de Guabiraba,6,9,121,279
1163,PE,Barreiros,77,43,691,1102
1164,PE,Belém de Maria,6,2,69,103
1165,PE,Belém de São Francisco,29,41,193,292
1166,PE,Belo Jardim,199,153,1266,2319
1167,PE,Betânia,9,11,68,107
1168,PE,Bezerros,148,141,1136,1627
1169,PE,Bodocó,20,39,281,450
1170,PE,Bom Conselho,56,82,440,512
1171,PE,Bom Jardim,21,67,369,431
1172,PE,Bonito,76,48,505,1173
1173,PE,Brejão,11,17,96,97
1174,PE,Brejinho,4,10,86,158
1175,PE,Brejo da Madre de Deus,57,83,468,996
1176,PE,Buenos Aires,6,7,93,134
1177,PE,Buíque,38,45,365,460
1178,PE,Cabo de Santo Agostinho,1250,628,3206,7390
1179,PE,Cabrobó,48,65,388,725
1180,PE,Cachoeirinha,16,17,260,299
1181,PE,Caetés,17,26,192,187
1182,PE,Calçado,6,9,57,64
1183,PE,Calumbi,1,12,29,88
1184,PE,Camaragibe,268,357,2506,7675
1185,PE,Camocim de São Félix,23,17,216,257
1186,PE,Camutanga,14,5,85,148
1187,PE,Canhotinho,26,17,182,484
1188,PE,Capoeiras,8,22,130,130
1189,PE,Carnaíba,28,37,143,500
1190,PE,Carnaubeira da Penha,5,9,32,46
1191,PE,Carpina,266,231,2180,2665
1192,PE,Caruaru,3396,2076,11185,21121
1193,PE,Casinhas,3,8,51,80
1194,PE,Catende,40,23,325,642
1195,PE,Cedro,10,24,105,174
1196,PE,Chã de Alegria,20,12,116,262
1197,PE,Chã Grande,37,40,279,448
1198,PE,Condado,28,24,288,546
1199,PE,Correntes,16,8,99,118
1200,PE,Cortês,12,8,96,267
1201,PE,Cumaru,6,7,113,156
1202,PE,Cupira,38,67,498,802
1203,PE,Custódia,40,92,482,764
1204,PE,Dormentes,15,38,241,196
1205,PE,Escada,149,108,854,1615
1206,PE,Exu,28,49,334,516
1207,PE,Feira Nova,29,31,312,462
1208,PE,Fernando de Noronha,76,58,565,293
1209,PE,Ferreiros,17,16,128,202
1210,PE,Flores,36,48,178,276
1211,PE,Floresta,65,47,319,482
1212,PE,Frei Miguelinho,3,12,143,143
1213,PE,Gameleira,12,12,183,408
1214,PE,Garanhuns,545,535,3295,4962
1215,PE,Glória do Goitá,35,52,303,726
1216,PE,Goiana,372,171,1708,2253
1217,PE,Granito,7,6,67,361
1218,PE,Gravatá,270,214,1789,3212
1219,PE,Iati,13,33,135,124
1220,PE,Ibimirim,45,40,240,309
1221,PE,Ibirajuba,1,2,45,69
1222,PE,Igarassu,373,291,1954,4223
1223,PE,Iguaraci,10,13,82,184
1224,PE,Ilha de Itamaracá,30,32,315,742
1225,PE,Inajá,17,23,149,225
1226,PE,Ingazeira,3,9,26,75
1227,PE,Ipojuca,567,352,2191,4028
1228,PE,Ipubi,35,44,428,460
1229,PE,Itacuruba,6,5,32,28
1230,PE,Itaíba,24,26,192,354
1231,PE,Itambé,50,60,649,646
1232,PE,Itapetim,10,22,168,316
1233,PE,Itapissuma,44,36,260,546
1234,PE,Itaquitinga,14,12,97,280
1235,PE,Jaboatão dos Guararapes,2435,1884,11289,32859
1236,PE,Jaqueira,7,9,73,127
1237,PE,Jataúba,11,15,167,172
1238,PE,Jatobá,17,10,135,240
1239,PE,João Alfredo,16,42,334,429
1240,PE,Joaquim Nabuco,16,19,82,188
1241,PE,Jucati,3,9,72,105
1242,PE,Jupi,11,18,161,199
1243,PE,Jurema,11,14,80,154
1244,PE,Lagoa do Carro,17,29,203,410
1245,PE,Lagoa do Itaenga,20,19,247,459
1246,PE,Lagoa do Ouro,8,10,79,76
1247,PE,Lagoa dos Gatos,3,7,110,166
1248,PE,Lagoa Grande,50,38,313,373
1249,PE,Lajedo,79,53,778,944
1250,PE,Limoeiro,589,118,1431,2029
1251,PE,Macaparana,24,37,265,605
1252,PE,Machados,8,6,158,175
1253,PE,Manari,2,10,95,110
1254,PE,Maraial,9,6,66,138
1255,PE,Mirandiba,19,27,127,186
1256,PE,Moreilândia,6,10,86,127
1257,PE,Moreno,163,156,1087,1866
1258,PE,Nazaré da Mata,54,42,479,815
1259,PE,Olinda,1362,1689,8330,19551
1260,PE,Orobó,14,42,249,308
1261,PE,Orocó,20,10,85,125
1262,PE,Ouricuri,94,135,784,1088
1263,PE,Palmares,160,159,1220,1697
1264,PE,Palmeirina,1,5,45,54
1265,PE,Panelas,11,12,237,357
1266,PE,Paranatama,28,11,107,107
1267,PE,Parnamirim,29,28,147,296
1268,PE,Passira,27,40,247,341
1269,PE,Paudalho,78,141,643,1393
1270,PE,Paulista,832,867,5415,17565
1271,PE,Pedra,21,21,142,246
1272,PE,Pesqueira,128,86,891,1308
1273,PE,Petrolândia,76,55,516,803
1274,PE,Petrolina,1862,2022,10506,18701
1275,PE,Poção,7,6,95,125
1276,PE,Pombos,68,46,372,569
1277,PE,Primavera,9,10,120,266
1278,PE,Quipapá,6,15,158,279
1279,PE,Quixabá,3,8,58,102
1280,PE,Recife,18310,14190,52834,90213
1281,PE,Riacho das Almas,53,22,241,568
1282,PE,Ribeirão,72,69,540,949
1283,PE,Rio Formoso,50,24,168,547
1284,PE,Sairé,17,21,137,225
1285,PE,Salgadinho,4,5,34,53
1286,PE,Salgueiro,228,231,1067,2440
1287,PE,Saloá,8,12,114,132
1288,PE,Sanharó,13,34,198,608
1289,PE,Santa Cruz,9,13,90,172
1290,PE,Santa Cruz da Baixa Verde,6,25,118,355
1291,PE,Santa Cruz do Capibaribe,362,877,2762,4029
1292,PE,Santa Filomena,6,15,69,89
1293,PE,Santa Maria da Boa Vista,48,44,317,474
1294,PE,Santa Maria do Cambucá,9,16,125,122
1295,PE,Santa Terezinha,8,20,101,157
1296,PE,São Benedito do Sul,4,1,59,112
1297,PE,São Bento do Una,62,77,485,643
1298,PE,São Caitano,49,46,353,931
1299,PE,São João,16,25,147,267
1300,PE,São Joaquim do Monte,13,6,136,253
1301,PE,São José da Coroa Grande,32,35,393,587
1302,PE,São José do Belmonte,68,85,334,772
1303,PE,São José do Egito,67,101,543,1045
1304,PE,São Lourenço da Mata,189,208,1549,4488
1305,PE,São Vicente Ferrer,17,17,180,288
1306,PE,Serra Talhada,303,482,1656,4068
1307,PE,Serrita,11,29,92,210
1308,PE,Sertânia,35,45,424,658
1309,PE,Sirinhaém,42,40,354,771
1310,PE,Solidão,0,4,26,76
1311,PE,Surubim,137,201,1404,1625
1312,PE,Tabira,38,77,348,853
1313,PE,Tacaimbó,17,23,85,117
1314,PE,Tacaratu,25,18,162,275
1315,PE,Tamandaré,83,100,589,1049
1316,PE,Taquaritinga do Norte,46,133,367,555
1317,PE,Terezinha,2,5,50,60
1318,PE,Terra Nova,15,13,51,163
1319,PE,Timbaúba,170,186,983,1160
1320,PE,Toritama,148,264,1298,1140
1321,PE,Tracunhaém,5,11,119,256
1322,PE,Trindade,72,74,631,847
1323,PE,Triunfo,33,39,188,858
1324,PE,Tupanatinga,6,19,108,195
1325,PE,Tuparetama,7,17,102,214
1326,PE,Venturosa,27,29,211,302
1327,PE,Verdejante,10,13,51,168
1328,PE,Vertente do Lério,6,6,44,67
1329,PE,Vertentes,25,37,268,217
1330,PE,Vicência,27,15,319,555
1331,PE,Vitória de Santo Antão,398,294,2704,4157
1332,PE,Xexéu,5,10,98,179
1333,PI,Totais,10956,10915,75745,89167
1334,PI,Acauã,3,8,48,136
1335,PI,Agricolândia,1,7,73,85
1336,PI,Água Branca,53,55,574,644
1337,PI,Alagoinha do Piauí,4,6,72,58
1338,PI,Alegrete do Piauí,7,3,72,74
1339,PI,Alto Longá,6,26,180,199
1340,PI,Altos,95,117,756,1163
1341,PI,Alvorada do Gurguéia,16,13,69,93
1342,PI,Amarante,18,29,249,285
1343,PI,Angical do Piauí,4,20,121,136
1344,PI,Anísio de Abreu,7,23,241,97
1345,PI,Antônio Almeida,9,15,61,55
1346,PI,Aroazes,7,14,53,143
1347,PI,Aroeiras do Itaim,0,4,15,17
1348,PI,Arraial,3,8,51,92
1349,PI,Assunção do Piauí,3,4,60,89
1350,PI,Avelino Lopes,14,13,172,113
1351,PI,Baixa Grande do Ribeiro,69,72,541,313
1352,PI,Barra d´Alcântara,2,2,46,64
1353,PI,Barras,48,109,584,1171
1354,PI,Barreiras do Piauí,8,6,40,33
1355,PI,Barro Duro,11,12,94,88
1356,PI,Batalha,18,31,275,429
1357,PI,Bela Vista do Piauí,0,3,65,71
